Notes,State,State Code,Year,Year Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Race,Race Code,MCD - ICD Chapter,MCD - ICD Chapter Code,Deaths,Population,Crude Rate
,Mississippi,28,2009,2009,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,54,222225,24.3
,Mississippi,28,2009,2009,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,72,232261,31
,Mississippi,28,2009,2009,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,147862,Unreliable
,Mississippi,28,2009,2009,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,96,263918,36.4
,Mississippi,28,2009,2009,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,229561,12.2
,Mississippi,28,2009,2009,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,156832,Unreliable
,Mississippi,28,2010,2010,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,30,236248,12.7
,Mississippi,28,2010,2010,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,66,222427,29.7
,Mississippi,28,2010,2010,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,138516,Unreliable
,Mississippi,28,2010,2010,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,62,229213,27
,Mississippi,28,2010,2010,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,262872,32
,Mississippi,28,2010,2010,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,52,234289,22.2
,Mississippi,28,2011,2011,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,235804,Unreliable
,Mississippi,28,2011,2011,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,50,223027,22.4
,Mississippi,28,2011,2011,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,89,224622,39.6
,Mississippi,28,2011,2011,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,76,257961,29.5
,Mississippi,28,2011,2011,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,32,240294,13.3
,Mississippi,28,2012,2012,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,235035,Unreliable
,Mississippi,28,2012,2012,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,221887,24.8
,Mississippi,28,2012,2012,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,59,223747,26.4
,Mississippi,28,2012,2012,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,95,252433,37.6
,Mississippi,28,2012,2012,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,238620,17.6
,Mississippi,28,2013,2013,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,236137,Unreliable
,Mississippi,28,2013,2013,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,61,222246,27.4
,Mississippi,28,2013,2013,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,222051,24.8
,Mississippi,28,2013,2013,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,92,247703,37.1
,Mississippi,28,2013,2013,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,42,238909,17.6
,Mississippi,28,2013,2013,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,176511,Unreliable
,Mississippi,28,2014,2014,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,25,233741,10.7
,Mississippi,28,2014,2014,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,60,223043,26.9
,Mississippi,28,2014,2014,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,70,219394,31.9
,Mississippi,28,2014,2014,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,139675,Unreliable
,Mississippi,28,2014,2014,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,243513,32.4
,Mississippi,28,2014,2014,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,40,240310,16.6
,Mississippi,28,2014,2014,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,181427,Unreliable
,Mississippi,28,2015,2015,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,229555,Unreliable
,Mississippi,28,2015,2015,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,160115,Unreliable
,Mississippi,28,2015,2015,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,77,223650,34.4
,Mississippi,28,2015,2015,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,142878,Unreliable
,Mississippi,28,2015,2015,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,77,216945,35.5
,Mississippi,28,2015,2015,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,79,239246,33
,Mississippi,28,2015,2015,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,35,241940,14.5
,Mississippi,28,2015,2015,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,185588,Unreliable
,Mississippi,28,2016,2016,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,225396,Unreliable
,Mississippi,28,2016,2016,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,162203,Unreliable
,Mississippi,28,2016,2016,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,72,222761,32.3
,Mississippi,28,2016,2016,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,12,143485,Unreliable
,Mississippi,28,2016,2016,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,67,214147,31.3
,Mississippi,28,2016,2016,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,136823,Unreliable
,Mississippi,28,2016,2016,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,75,236322,31.7
,Mississippi,28,2016,2016,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,243300,22.6
,Mississippi,28,2016,2016,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,188883,Unreliable
,Mississippi,28,2017,2017,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,22,223621,9.8
,Mississippi,28,2017,2017,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,221194,30.7
,Mississippi,28,2017,2017,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,143870,Unreliable
,Mississippi,28,2017,2017,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,64,212188,30.2
,Mississippi,28,2017,2017,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,135674,Unreliable
,Mississippi,28,2017,2017,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,77,232308,33.1
,Mississippi,28,2017,2017,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,59,244467,24.1
,Mississippi,28,2017,2017,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,16,192163,Unreliable
,Mississippi,28,2018,2018,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,14,223027,Unreliable
,Mississippi,28,2018,2018,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,56,220304,25.4
,Mississippi,28,2018,2018,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,144539,Unreliable
,Mississippi,28,2018,2018,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,71,212375,33.4
,Mississippi,28,2018,2018,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,63,227478,27.7
,Mississippi,28,2018,2018,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,53,245015,21.6
,Mississippi,28,2019,2019,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,23,219050,10.5
,Mississippi,28,2019,2019,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,13,165689,Unreliable
,Mississippi,28,2019,2019,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,57,218725,26.1
,Mississippi,28,2019,2019,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,24,145324,16.5
,Mississippi,28,2019,2019,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,84,212095,39.6
,Mississippi,28,2019,2019,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,11,132722,Unreliable
,Mississippi,28,2019,2019,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,68,222290,30.6
,Mississippi,28,2019,2019,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,73,244238,29.9
,Mississippi,28,2019,2019,65-74 years,65-74,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,21,198190,10.6
,Missouri,29,1999,1999,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,655875,Unreliable
,Missouri,29,1999,1999,25-34 years,25-34,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,10,93324,Unreliable
,Missouri,29,1999,1999,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,37,631585,5.9
,Missouri,29,1999,1999,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,19,98324,Unreliable
,Missouri,29,1999,1999,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,97,772803,12.6
,Missouri,29,1999,1999,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,640069,6.9
,Missouri,29,1999,1999,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,17,450947,Unreliable
,Missouri,29,2000,2000,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,28,660369,4.2
,Missouri,29,2000,2000,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,55,624643,8.8
,Missouri,29,2000,2000,35-44 years,35-44,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,99328,Unreliable
,Missouri,29,2000,2000,35-44 years,35-44,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,95,771215,12.3
,Missouri,29,2000,2000,45-54 years,45-54,Black or African American,2054-5,"Injury, poisoning and certain other consequences of external causes",S00-T98,18,72017,Unreliable
,Missouri,29,2000,2000,45-54 years,45-54,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,58,657804,8.8
,Missouri,29,2000,2000,55-64 years,55-64,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,15,457308,Unreliable
,Missouri,29,2001,2001,15-24 years,15-24,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,31,674934,4.6
,Missouri,29,2001,2001,25-34 years,25-34,White,2106-3,"Injury, poisoning and certain other consequences of external causes",S00-T98,44,613728,7.2
