Notes,State,State Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
Total,Nevada,32,2003,2003,,,,,342,2248850,15.2
,Nevada,32,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,380,2346222,16.2
Total,Nevada,32,2004,2004,External causes of morbidity and mortality,V01-Y89,,,380,2346222,16.2
Total,Nevada,32,2004,2004,,,,,380,2346222,16.2
,Nevada,32,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,457,2432143,18.8
Total,Nevada,32,2005,2005,External causes of morbidity and mortality,V01-Y89,,,457,2432143,18.8
Total,Nevada,32,2005,2005,,,,,457,2432143,18.8
,Nevada,32,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,460,2522658,18.2
Total,Nevada,32,2006,2006,External causes of morbidity and mortality,V01-Y89,,,460,2522658,18.2
Total,Nevada,32,2006,2006,,,,,460,2522658,18.2
,Nevada,32,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,499,2601072,19.2
Total,Nevada,32,2007,2007,External causes of morbidity and mortality,V01-Y89,,,499,2601072,19.2
Total,Nevada,32,2007,2007,,,,,499,2601072,19.2
,Nevada,32,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,519,2653630,19.6
Total,Nevada,32,2008,2008,External causes of morbidity and mortality,V01-Y89,,,519,2653630,19.6
Total,Nevada,32,2008,2008,,,,,519,2653630,19.6
,Nevada,32,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,550,2684665,20.5
Total,Nevada,32,2009,2009,External causes of morbidity and mortality,V01-Y89,,,550,2684665,20.5
Total,Nevada,32,2009,2009,,,,,550,2684665,20.5
,Nevada,32,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,578,2700551,21.4
Total,Nevada,32,2010,2010,External causes of morbidity and mortality,V01-Y89,,,578,2700551,21.4
Total,Nevada,32,2010,2010,,,,,578,2700551,21.4
,Nevada,32,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,639,2723322,23.5
Total,Nevada,32,2011,2011,External causes of morbidity and mortality,V01-Y89,,,639,2723322,23.5
Total,Nevada,32,2011,2011,,,,,639,2723322,23.5
,Nevada,32,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,601,2758931,21.8
Total,Nevada,32,2012,2012,External causes of morbidity and mortality,V01-Y89,,,601,2758931,21.8
Total,Nevada,32,2012,2012,,,,,601,2758931,21.8
,Nevada,32,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,614,2790136,22
Total,Nevada,32,2013,2013,External causes of morbidity and mortality,V01-Y89,,,614,2790136,22
Total,Nevada,32,2013,2013,,,,,614,2790136,22
,Nevada,32,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,545,2839099,19.2
Total,Nevada,32,2014,2014,External causes of morbidity and mortality,V01-Y89,,,545,2839099,19.2
Total,Nevada,32,2014,2014,,,,,545,2839099,19.2
,Nevada,32,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,619,2890845,21.4
Total,Nevada,32,2015,2015,External causes of morbidity and mortality,V01-Y89,,,619,2890845,21.4
Total,Nevada,32,2015,2015,,,,,619,2890845,21.4
,Nevada,32,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,665,2940058,22.6
Total,Nevada,32,2016,2016,External causes of morbidity and mortality,V01-Y89,,,665,2940058,22.6
Total,Nevada,32,2016,2016,,,,,665,2940058,22.6
,Nevada,32,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,676,2998039,22.5
Total,Nevada,32,2017,2017,External causes of morbidity and mortality,V01-Y89,,,676,2998039,22.5
Total,Nevada,32,2017,2017,,,,,676,2998039,22.5
,Nevada,32,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,688,3034392,22.7
Total,Nevada,32,2018,2018,External causes of morbidity and mortality,V01-Y89,,,688,3034392,22.7
Total,Nevada,32,2018,2018,,,,,688,3034392,22.7
,Nevada,32,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,647,3080156,21
Total,Nevada,32,2019,2019,External causes of morbidity and mortality,V01-Y89,,,647,3080156,21
Total,Nevada,32,2019,2019,,,,,647,3080156,21
Total,Nevada,32,,,,,,,10561,54449934,19.4
,New Hampshire,33,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,54,1222014,4.4
Total,New Hampshire,33,1999,1999,External causes of morbidity and mortality,V01-Y89,,,54,1222014,4.4
Total,New Hampshire,33,1999,1999,,,,,54,1222014,4.4
,New Hampshire,33,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,45,1235786,3.6
Total,New Hampshire,33,2000,2000,External causes of morbidity and mortality,V01-Y89,,,45,1235786,3.6
Total,New Hampshire,33,2000,2000,,,,,45,1235786,3.6
,New Hampshire,33,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,79,1255517,6.3
Total,New Hampshire,33,2001,2001,External causes of morbidity and mortality,V01-Y89,,,79,1255517,6.3
Total,New Hampshire,33,2001,2001,,,,,79,1255517,6.3
,New Hampshire,33,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,111,1269089,8.7
Total,New Hampshire,33,2002,2002,External causes of morbidity and mortality,V01-Y89,,,111,1269089,8.7
Total,New Hampshire,33,2002,2002,,,,,111,1269089,8.7
,New Hampshire,33,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,127,1279840,9.9
Total,New Hampshire,33,2003,2003,External causes of morbidity and mortality,V01-Y89,,,127,1279840,9.9
Total,New Hampshire,33,2003,2003,,,,,127,1279840,9.9
,New Hampshire,33,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,124,1290121,9.6
Total,New Hampshire,33,2004,2004,External causes of morbidity and mortality,V01-Y89,,,124,1290121,9.6
Total,New Hampshire,33,2004,2004,,,,,124,1290121,9.6
,New Hampshire,33,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,142,1298492,10.9
Total,New Hampshire,33,2005,2005,External causes of morbidity and mortality,V01-Y89,,,142,1298492,10.9
Total,New Hampshire,33,2005,2005,,,,,142,1298492,10.9
,New Hampshire,33,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,149,1308389,11.4
Total,New Hampshire,33,2006,2006,External causes of morbidity and mortality,V01-Y89,,,149,1308389,11.4
Total,New Hampshire,33,2006,2006,,,,,149,1308389,11.4
,New Hampshire,33,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,185,1312540,14.1
Total,New Hampshire,33,2007,2007,External causes of morbidity and mortality,V01-Y89,,,185,1312540,14.1
Total,New Hampshire,33,2007,2007,,,,,185,1312540,14.1
,New Hampshire,33,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,126,1315906,9.6
Total,New Hampshire,33,2008,2008,External causes of morbidity and mortality,V01-Y89,,,126,1315906,9.6
Total,New Hampshire,33,2008,2008,,,,,126,1315906,9.6
,New Hampshire,33,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,168,1316102,12.8
Total,New Hampshire,33,2009,2009,External causes of morbidity and mortality,V01-Y89,,,168,1316102,12.8
Total,New Hampshire,33,2009,2009,,,,,168,1316102,12.8
,New Hampshire,33,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,160,1316470,12.2
Total,New Hampshire,33,2010,2010,External causes of morbidity and mortality,V01-Y89,,,160,1316470,12.2
Total,New Hampshire,33,2010,2010,,,,,160,1316470,12.2
,New Hampshire,33,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,210,1318194,15.9
Total,New Hampshire,33,2011,2011,External causes of morbidity and mortality,V01-Y89,,,210,1318194,15.9
Total,New Hampshire,33,2011,2011,,,,,210,1318194,15.9
,New Hampshire,33,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,173,1320718,13.1
Total,New Hampshire,33,2012,2012,External causes of morbidity and mortality,V01-Y89,,,173,1320718,13.1
Total,New Hampshire,33,2012,2012,,,,,173,1320718,13.1
,New Hampshire,33,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,203,1323459,15.3
Total,New Hampshire,33,2013,2013,External causes of morbidity and mortality,V01-Y89,,,203,1323459,15.3
Total,New Hampshire,33,2013,2013,,,,,203,1323459,15.3
,New Hampshire,33,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,334,1326813,25.2
Total,New Hampshire,33,2014,2014,External causes of morbidity and mortality,V01-Y89,,,334,1326813,25.2
Total,New Hampshire,33,2014,2014,,,,,334,1326813,25.2
,New Hampshire,33,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,422,1330608,31.7
Total,New Hampshire,33,2015,2015,External causes of morbidity and mortality,V01-Y89,,,422,1330608,31.7
Total,New Hampshire,33,2015,2015,,,,,422,1330608,31.7
,New Hampshire,33,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,481,1334795,36
Total,New Hampshire,33,2016,2016,External causes of morbidity and mortality,V01-Y89,,,481,1334795,36
Total,New Hampshire,33,2016,2016,,,,,481,1334795,36
,New Hampshire,33,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,466,1342795,34.7
Total,New Hampshire,33,2017,2017,External causes of morbidity and mortality,V01-Y89,,,466,1342795,34.7
Total,New Hampshire,33,2017,2017,,,,,466,1342795,34.7
,New Hampshire,33,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,452,1356458,33.3
Total,New Hampshire,33,2018,2018,External causes of morbidity and mortality,V01-Y89,,,452,1356458,33.3
Total,New Hampshire,33,2018,2018,,,,,452,1356458,33.3
,New Hampshire,33,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,407,1359711,29.9
Total,New Hampshire,33,2019,2019,External causes of morbidity and mortality,V01-Y89,,,407,1359711,29.9
Total,New Hampshire,33,2019,2019,,,,,407,1359711,29.9
Total,New Hampshire,33,,,,,,,4618,27433817,16.8
,New Jersey,34,1999,1999,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,553,8359592,6.6
Total,New Jersey,34,1999,1999,External causes of morbidity and mortality,V01-Y89,,,553,8359592,6.6
Total,New Jersey,34,1999,1999,,,,,553,8359592,6.6
,New Jersey,34,2000,2000,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,642,8414350,7.6
Total,New Jersey,34,2000,2000,External causes of morbidity and mortality,V01-Y89,,,642,8414350,7.6
Total,New Jersey,34,2000,2000,,,,,642,8414350,7.6
,New Jersey,34,2001,2001,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,705,8492671,8.3
Total,New Jersey,34,2001,2001,External causes of morbidity and mortality,V01-Y89,,,705,8492671,8.3
Total,New Jersey,34,2001,2001,,,,,705,8492671,8.3
,New Jersey,34,2002,2002,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,810,8552643,9.5
Total,New Jersey,34,2002,2002,External causes of morbidity and mortality,V01-Y89,,,810,8552643,9.5
Total,New Jersey,34,2002,2002,,,,,810,8552643,9.5
,New Jersey,34,2003,2003,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,717,8601402,8.3
Total,New Jersey,34,2003,2003,External causes of morbidity and mortality,V01-Y89,,,717,8601402,8.3
Total,New Jersey,34,2003,2003,,,,,717,8601402,8.3
,New Jersey,34,2004,2004,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,590,8634561,6.8
Total,New Jersey,34,2004,2004,External causes of morbidity and mortality,V01-Y89,,,590,8634561,6.8
Total,New Jersey,34,2004,2004,,,,,590,8634561,6.8
,New Jersey,34,2005,2005,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,821,8651974,9.5
Total,New Jersey,34,2005,2005,External causes of morbidity and mortality,V01-Y89,,,821,8651974,9.5
Total,New Jersey,34,2005,2005,,,,,821,8651974,9.5
,New Jersey,34,2006,2006,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,846,8661679,9.8
Total,New Jersey,34,2006,2006,External causes of morbidity and mortality,V01-Y89,,,846,8661679,9.8
Total,New Jersey,34,2006,2006,,,,,846,8661679,9.8
,New Jersey,34,2007,2007,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,726,8677885,8.4
Total,New Jersey,34,2007,2007,External causes of morbidity and mortality,V01-Y89,,,726,8677885,8.4
Total,New Jersey,34,2007,2007,,,,,726,8677885,8.4
,New Jersey,34,2008,2008,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,701,8711090,8
Total,New Jersey,34,2008,2008,External causes of morbidity and mortality,V01-Y89,,,701,8711090,8
Total,New Jersey,34,2008,2008,,,,,701,8711090,8
,New Jersey,34,2009,2009,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,263,8755602,3
Total,New Jersey,34,2009,2009,External causes of morbidity and mortality,V01-Y89,,,263,8755602,3
Total,New Jersey,34,2009,2009,,,,,263,8755602,3
,New Jersey,34,2010,2010,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,868,8791894,9.9
Total,New Jersey,34,2010,2010,External causes of morbidity and mortality,V01-Y89,,,868,8791894,9.9
Total,New Jersey,34,2010,2010,,,,,868,8791894,9.9
,New Jersey,34,2011,2011,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1011,8821155,11.5
Total,New Jersey,34,2011,2011,External causes of morbidity and mortality,V01-Y89,,,1011,8821155,11.5
Total,New Jersey,34,2011,2011,,,,,1011,8821155,11.5
,New Jersey,34,2012,2012,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1221,8864590,13.8
Total,New Jersey,34,2012,2012,External causes of morbidity and mortality,V01-Y89,,,1221,8864590,13.8
Total,New Jersey,34,2012,2012,,,,,1221,8864590,13.8
,New Jersey,34,2013,2013,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1292,8899339,14.5
Total,New Jersey,34,2013,2013,External causes of morbidity and mortality,V01-Y89,,,1292,8899339,14.5
Total,New Jersey,34,2013,2013,,,,,1292,8899339,14.5
,New Jersey,34,2014,2014,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1250,8938175,14
Total,New Jersey,34,2014,2014,External causes of morbidity and mortality,V01-Y89,,,1250,8938175,14
Total,New Jersey,34,2014,2014,,,,,1250,8938175,14
,New Jersey,34,2015,2015,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,1454,8958013,16.2
Total,New Jersey,34,2015,2015,External causes of morbidity and mortality,V01-Y89,,,1454,8958013,16.2
Total,New Jersey,34,2015,2015,,,,,1454,8958013,16.2
,New Jersey,34,2016,2016,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2055,8944469,23
Total,New Jersey,34,2016,2016,External causes of morbidity and mortality,V01-Y89,,,2055,8944469,23
Total,New Jersey,34,2016,2016,,,,,2055,8944469,23
,New Jersey,34,2017,2017,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2685,9005644,29.8
Total,New Jersey,34,2017,2017,External causes of morbidity and mortality,V01-Y89,,,2685,9005644,29.8
Total,New Jersey,34,2017,2017,,,,,2685,9005644,29.8
,New Jersey,34,2018,2018,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2899,8908520,32.5
Total,New Jersey,34,2018,2018,External causes of morbidity and mortality,V01-Y89,,,2899,8908520,32.5
Total,New Jersey,34,2018,2018,,,,,2899,8908520,32.5
,New Jersey,34,2019,2019,External causes of morbidity and mortality,V01-Y89,All other non-drug and non-alcohol causes,O,2804,8882190,31.6
Total,New Jersey,34,2019,2019,External causes of morbidity and mortality,V01-Y89,,,2804,8882190,31.6
Total,New Jersey,34,2019,2019,,,,,2804,8882190,31.6
Total,New Jersey,34,,,,,,,24913,183527438,13.6
